id,aborted,batches_completed,creature_key,engram_count,mean_eligibility,onset_cycle,std_eligibility
454767,f,8,182,128,0.23814032007847044,1205,0.26891293956030754
456852,f,8,181,128,0.23814032007847044,1126,0.26891293956030754
458252,f,8,180,128,0.23814032007847044,1137,0.26891293956030754
460266,f,8,182,128,0.23814032007847044,1218,0.26891293956030754
462181,f,8,181,128,0.23814032007847044,1140,0.26891293956030754
463985,f,8,182,128,0.23814032007847044,1234,0.26891293956030754
465552,f,8,180,128,0.23814032007847044,1154,0.26891293956030754
468045,f,8,181,128,0.23814032007847044,1154,0.26891293956030754
470152,f,8,182,128,0.23814032007847044,1246,0.26891293956030754
471464,f,8,182,128,0.23814032007847044,1258,0.26891293956030754
473871,f,8,180,128,0.23814032007847044,1171,0.26891293956030754
476116,f,8,180,128,0.23814032007847044,1184,0.26891293956030754
478102,f,8,181,128,0.23814032007847044,1168,0.26891293956030754
480000,f,8,182,128,0.23814032007847044,1274,0.26891293956030754
482052,f,8,181,128,0.23814032007847044,1182,0.26891293956030754
484568,f,8,182,128,0.23814032007847044,1286,0.26891293956030754
486519,f,8,182,128,0.23814032007847044,1298,0.26891293956030754
488357,f,8,181,128,0.23814032007847044,1195,0.26891293956030754
489767,f,8,180,128,0.23814032007847044,1202,0.26891293956030754
491315,f,8,182,128,0.23814032007847044,1310,0.26891293956030754
493054,f,8,180,128,0.23814032007847044,1214,0.26891293956030754
553871,f,8,181,128,0.23814032007847044,1371,0.26891293956030754
561061,f,8,180,128,0.23814032007847044,1394,0.26891293956030754
569602,f,8,182,128,0.23814032007847044,1498,0.26891293956030754
495417,f,8,181,128,0.23814032007847044,1219,0.26891293956030754
507601,f,8,181,128,0.23814032007847044,1246,0.26891293956030754
516252,f,8,180,128,0.23814032007847044,1281,0.26891293956030754
518379,f,8,182,128,0.23814032007847044,1378,0.26891293956030754
529273,f,8,181,128,0.23814032007847044,1302,0.26891293956030754
548323,f,8,181,128,0.23814032007847044,1358,0.26891293956030754
496948,f,8,182,128,0.23814032007847044,1323,0.26891293956030754
498319,f,8,180,128,0.23814032007847044,1227,0.26891293956030754
512668,f,8,182,128,0.23814032007847044,1365,0.26891293956030754
514652,f,8,181,128,0.23814032007847044,1262,0.26891293956030754
567632,f,8,181,128,0.23814032007847044,1399,0.26891293956030754
499602,f,8,182,128,0.23814032007847044,1335,0.26891293956030754
521249,f,8,182,128,0.23814032007847044,1390,0.26891293956030754
540378,f,8,182,128,0.23814032007847044,1427,0.26891293956030754
501479,f,8,181,128,0.23814032007847044,1231,0.26891293956030754
534933,f,8,180,128,0.23814032007847044,1315,0.26891293956030754
503447,f,8,180,128,0.23814032007847044,1240,0.26891293956030754
520046,f,8,181,128,0.23814032007847044,1277,0.26891293956030754
505874,f,8,182,128,0.23814032007847044,1352,0.26891293956030754
549616,f,8,182,128,0.23814032007847044,1457,0.26891293956030754
509252,f,8,180,128,0.23814032007847044,1254,0.26891293956030754
551609,f,8,180,128,0.23814032007847044,1366,0.26891293956030754
510963,f,8,180,128,0.23814032007847044,1266,0.26891293956030754
544030,f,8,182,128,0.23814032007847044,1441,0.26891293956030754
523352,f,8,180,128,0.23814032007847044,1299,0.26891293956030754
527102,f,8,182,128,0.23814032007847044,1402,0.26891293956030754
536873,f,8,181,128,0.23814032007847044,1328,0.26891293956030754
542345,f,8,181,128,0.23814032007847044,1340,0.26891293956030754
571015,f,8,180,128,0.23814032007847044,1432,0.26891293956030754
525021,f,8,181,128,0.23814032007847044,1289,0.26891293956030754
531376,f,8,182,128,0.23814032007847044,1414,0.26891293956030754
539165,f,8,180,128,0.23814032007847044,1327,0.26891293956030754
562330,f,8,182,128,0.23814032007847044,1485,0.26891293956030754
532902,f,8,181,128,0.23814032007847044,1314,0.26891293956030754
545836,f,8,180,128,0.23814032007847044,1344,0.26891293956030754
555711,f,8,182,128,0.23814032007847044,1473,0.26891293956030754
564797,f,8,180,128,0.23814032007847044,1406,0.26891293956030754
557298,f,8,180,128,0.23814032007847044,1379,0.26891293956030754
559097,f,8,181,128,0.23814032007847044,1385,0.26891293956030754
566527,f,8,180,128,0.23814032007847044,1419,0.26891293956030754
572269,f,8,180,128,0.23814032007847044,1444,0.26891293956030754
574102,f,8,181,128,0.23814032007847044,1412,0.26891293956030754
576206,f,8,182,128,0.23814032007847044,1512,0.26891293956030754
578372,f,8,182,128,0.23814032007847044,1526,0.26891293956030754
579799,f,8,180,128,0.23814032007847044,1457,0.26891293956030754
